tweet_id,text,rating_numerator,rating_denominator,name,day,month,year,dogs_stage,rating_total,jpg_url,favorite_count,retweet_count,followers_count,friends_count,retweeted_status,url
667550904950915073,"RT @dogratingrating: Exceptional talent. Original humor. Cutting edge, Nova Scotian comedian. 12/10 https://t.co/uarnTjBeVA",12,10,None,20,11,2015,None,12.0,https://pbs.twimg.com/media/CUOb_gUUkAACXdS.jpg,,,,,,
667550882905632768,RT @dogratingrating: Unoriginal idea. Blatant plagiarism. Curious grammar. -5/10 https://t.co/r7XzeQZWzb,5,10,None,20,11,2015,None,5.0,https://pbs.twimg.com/media/CUObvUJVEAAnYPF.jpg,,,,,,
667549055577362432,Never seen dog like this. Breathes heavy. Tilts head in a pattern. No bark. Shitty at fetch. Not even cordless. 1/10 https://t.co/i9iSGNn3fx,1,10,None,20,11,2015,None,1.0,https://pbs.twimg.com/media/CUOcVCwWsAERUKY.jpg,5492.0,2120.0,8799657.0,17.0,Original tweet,https://t.co/i9iSGNn3fx
667546741521195010,Here is George. George took a selfie of his new man bun and that is downright epic. (Also looks like Rand Paul) 9/10 https://t.co/afRtVsoIIb,9,10,George,20,11,2015,None,9.0,https://pbs.twimg.com/media/CUOaOWXWcAA0_Jy.jpg,324.0,115.0,8800303.0,17.0,Original tweet,https://t.co/afRtVsoIIb
667544320556335104,"This is Kial. Kial is either wearing a cape, which would be rad, or flashing us, which would be rude. 10/10 or 4/10 https://t.co/8zcwIoiuqR",10,10,Kial,20,11,2015,None,10.0,https://pbs.twimg.com/media/CUOYBbbWIAAXQGU.jpg,817.0,493.0,8799657.0,17.0,Original tweet,https://t.co/8zcwIoiuqR
667538891197542400,"This is a southwest Coriander named Klint. Hat looks expensive. Still on house arrest :(
9/10 https://t.co/IQTOMqDUIe",9,10,a,20,11,2015,None,9.0,https://pbs.twimg.com/media/CUOTFZOW4AABsfW.jpg,195.0,61.0,8799657.0,17.0,Original tweet,https://t.co/IQTOMqDUIe
667724302356258817,What a dog to start the day with. Very calm. Likes to chill by pond. Corkscrews sticking out of head. Obedient. 7/10 https://t.co/0nIxPTDWAZ,7,10,None,20,11,2015,None,7.0,https://pbs.twimg.com/media/CUQ7tv3W4AA3KlI.jpg,459.0,303.0,8799657.0,17.0,Original tweet,https://t.co/0nIxPTDWAZ
667534815156183040,"This is Frank (pronounced ""Fronq""). Too many boxing gloves, not enough passion. Frank is a lover not a fighter. 8/10 https://t.co/CpPxD28IpV",8,10,Frank,20,11,2015,None,8.0,https://pbs.twimg.com/media/CUOPYI5UcAAj_nO.jpg,781.0,494.0,8799657.0,17.0,Original tweet,https://t.co/CpPxD28IpV
667524857454854144,Another topnotch dog. His name is Big Jumpy Rat. Massive ass feet. Superior tail. Jumps high af. 12/10 great pup https://t.co/seESNzgsdm,12,10,None,20,11,2015,None,12.0,https://pbs.twimg.com/media/CUOGUfJW4AA_eni.jpg,1613.0,1054.0,8799657.0,17.0,Original tweet,https://t.co/seESNzgsdm
667517642048163840,This is Dook &amp; Milo. Dook is struggling to find who he really is and Milo is terrified of what that might be. 8/10s https://t.co/fh5KflzBR0,8,10,Dook,20,11,2015,None,8.0,https://pbs.twimg.com/media/CUN_wiBUkAAakT0.jpg,349.0,181.0,8799657.0,17.0,Original tweet,https://t.co/fh5KflzBR0
667502640335572993,Say hello to Hall and Oates. Oates is winking and Hall is contemplating the artistic entropy of the universe. 11/10s https://t.co/n5Wtb5Hvsl,11,10,Hall,20,11,2015,None,11.0,https://pbs.twimg.com/media/CUNyHTMUYAAQVch.jpg,514.0,211.0,8799657.0,17.0,Original tweet,https://t.co/n5Wtb5Hvsl
667495797102141441,This is Philippe from Soviet Russia. Commanding leader. Misplaced other boot. Hung flag himself. 9/10 charismatic af https://t.co/5NhPV8E45i,9,10,Philippe,20,11,2015,None,9.0,https://pbs.twimg.com/media/CUNr4-7UwAAg2lq.jpg,496.0,249.0,8799657.0,17.0,Original tweet,https://t.co/5NhPV8E45i
667491009379606528,Two dogs in this one. Both are rare Jujitsu Pythagoreans. One slightly whiter than other. Long legs. 7/10 and 8/10 https://t.co/ITxxcc4v9y,7,10,None,19,11,2015,None,7.0,https://pbs.twimg.com/media/CUNniSlUYAEj1Jl.jpg,500.0,211.0,8799657.0,17.0,Original tweet,https://t.co/ITxxcc4v9y
667530908589760512,"Meet Naphaniel. He doesn't necessarily enjoy his day job, but he's damn good at it. 10/10 https://t.co/xoRWyQTcmy",10,10,Naphaniel,20,11,2015,None,10.0,https://pbs.twimg.com/media/CUOL0uGUkAAx7yh.jpg,446.0,224.0,8799657.0,17.0,Original tweet,https://t.co/xoRWyQTcmy
667470559035432960,This is a northern Wahoo named Kohl. He runs this town. Chases tumbleweeds. Draws gun wicked fast. 11/10 legendary https://t.co/J4vn2rOYFk,11,10,a,19,11,2015,None,11.0,https://pbs.twimg.com/media/CUNU78YWEAECmpB.jpg,243.0,90.0,8799657.0,17.0,Original tweet,https://t.co/J4vn2rOYFk
667728196545200128,Meet Olive. He comes to spot by tree to reminisce of simpler times and truly admire his place in the universe. 11/10 https://t.co/LwrCwlWwPB,11,10,Olive,20,11,2015,None,11.0,https://pbs.twimg.com/media/CUQ_QahUAAAVQjn.jpg,363.0,143.0,8799657.0,17.0,Original tweet,https://t.co/LwrCwlWwPB
667773195014021121,This is a rare Hungarian Pinot named Jessiga. She is either mid-stroke or got stuck in the washing machine. 8/10 https://t.co/ZU0i0KJyqD,8,10,a,20,11,2015,None,8.0,https://pbs.twimg.com/media/CURoLrOVEAAaWdR.jpg,223.0,52.0,8799657.0,17.0,Original tweet,https://t.co/ZU0i0KJyqD
667915453470232577,Meet Otis. He is a Peruvian Quartzite. Pic sponsored by Planters. Ears on point. Killer sunglasses. 10/10 ily Otis https://t.co/tIaaBIMlJN,10,10,Otis,21,11,2015,None,10.0,https://pbs.twimg.com/media/CUTpj-GWcAATc6A.jpg,199.0,53.0,8799657.0,17.0,Original tweet,https://t.co/tIaaBIMlJN
667911425562669056,Wow. Armored dog here. Ready for battle. Face looks dangerous. Not very loyal. Lil dog on back havin a blast. 5/10 https://t.co/SyMoWrp368,5,10,None,21,11,2015,None,5.0,https://pbs.twimg.com/media/CUTl5m1WUAAabZG.jpg,471.0,279.0,8799657.0,17.0,Original tweet,https://t.co/SyMoWrp368
667902449697558528,This is Cleopatricia. She is a northern Paperback Maple. Set up hammock somehow. 9/10 would chill in hammock with https://t.co/sJeHdGUt0W,9,10,Cleopatricia,21,11,2015,None,9.0,https://pbs.twimg.com/media/CUTdvAJXIAAMS4q.jpg,819.0,359.0,8799657.0,17.0,Original tweet,https://t.co/sJeHdGUt0W
667886921285246976,This is Erik. He's fucken massive. But also kind. Let's people hug him for free. Looks soft. 11/10 I would hug Erik https://t.co/MT7Q4aDQS1,11,10,Erik,21,11,2015,None,11.0,https://pbs.twimg.com/media/CUTPnPCW4AI7R0y.jpg,1781.0,1013.0,8799657.0,17.0,Original tweet,https://t.co/MT7Q4aDQS1
667885044254572545,Meet Stu. Stu has stacks on stacks and an eye made of pure gold. 10/10 pay for my tuition pls https://t.co/7rkYZQdKEd,10,10,Stu,21,11,2015,None,10.0,https://pbs.twimg.com/media/CUTN5V4XAAAIa4R.jpg,780.0,446.0,8799657.0,17.0,Original tweet,https://t.co/7rkYZQdKEd
667878741721415682,This is Tedrick. He lives on the edge. Needs someone to hit the gas tho. Other than that he's a baller. 10&amp;2/10 https://t.co/LvP1TTYSCN,2,10,Tedrick,21,11,2015,None,2.0,https://pbs.twimg.com/media/CUTILFiWcAE8Rle.jpg,375.0,111.0,8799657.0,17.0,Original tweet,https://t.co/LvP1TTYSCN
667766675769573376,This is Calvin. He is a Luxembourgian Mayo. Having issues with truck. Has it under control tho. 9/10 responsible af https://t.co/3Bbba7y8Xe,9,10,Calvin,20,11,2015,None,9.0,https://pbs.twimg.com/media/CURiQMnUAAAPT2M.jpg,420.0,204.0,8799657.0,17.0,Original tweet,https://t.co/3Bbba7y8Xe
667873844930215936,Neat dog. Lots of spikes. Always in push-up position. Laid a shit ton of eggs earlier. Super stellar pup. 10/10 https://t.co/ODqrL3zXYE,10,10,None,21,11,2015,None,10.0,https://pbs.twimg.com/media/CUTDtyGXIAARxus.jpg,596.0,383.0,8799657.0,17.0,Original tweet,https://t.co/ODqrL3zXYE
667861340749471744,This is a Shotokon Macadamia mix named Cheryl. Sophisticated af. Looks like a disappointed librarian. Shh (lol) 9/10 https://t.co/J4GnJ5Swba,9,10,a,21,11,2015,None,9.0,https://pbs.twimg.com/media/CUS4WJ-UsAEJj10.jpg,231.0,74.0,8799657.0,17.0,Original tweet,https://t.co/J4GnJ5Swba
